"","ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME"
"2448","USC00190736",42.2122,-71.1136,"TMAX",1893,2025,"MA","MASSACHUSETTS"
"2462","USC00193821",41.665,-70.3039,"TMAX",1893,2025,"MA","MASSACHUSETTS"
"2464","USC00194105",42.6992,-71.1658,"TMAX",1893,2025,"MA","MASSACHUSETTS"
"2469","USC00194711",41.8819,-70.9086,"TMAX",1893,2025,"MA","MASSACHUSETTS"
"2450","USC00190860",42.0475,-71.0081,"TMAX",1894,2025,"MA","MASSACHUSETTS"
"2460","USC00193505",42.7594,-71.0603,"TMAX",1899,2025,"MA","MASSACHUSETTS"
"2472","USC00196938",41.785,-70.9175,"TMAX",1900,2025,"MA","MASSACHUSETTS"
"2443","USC00190190",42.6178,-71.9158,"TMAX",1906,2025,"MA","MASSACHUSETTS"
"2455","USC00192451",41.7653,-70.6697,"TMAX",1912,2025,"MA","MASSACHUSETTS"
"2471","USC00195984",41.9928,-71.1667,"TMAX",1913,2025,"MA","MASSACHUSETTS"
"6580","USW00014763",42.4269,-73.2892,"TMAX",1925,2025,"MA","MASSACHUSETTS"
"2470","USC00194744",42.5933,-71.0186,"TMAX",1935,2025,"MA","MASSACHUSETTS"
"6564","USW00014739",42.3606,-71.0097,"TMAX",1936,2025,"MA","MASSACHUSETTS"
"559","CA005031320",49.6167,-95.2,"TMAX",1915,2024,"MB","MANITOBA"
"571","CA005050920",54.7667,-101.8833,"TMAX",1927,2024,"MB","MANITOBA"
"572","CA005052880",53.9667,-101.1,"TMAX",1943,2025,"MB","MANITOBA"
"561","CA005032360",49.85,-95.5333,"TMAX",1948,2024,"MB","MANITOBA"
"544","CA005021220",49.0333,-97.5667,"TMAX",1955,2024,"MB","MANITOBA"
"547","CA005022125",49.1833,-98.9,"TMAX",1957,2024,"MB","MANITOBA"
"530","CA005010140",49.2833,-99.3,"TMAX",1963,2024,"MB","MANITOBA"
"540","CA005013117",50.65,-99.95,"TMAX",1966,2024,"MB","MANITOBA"
"583","CA005062922",55.8,-97.8667,"TMAX",1967,2025,"MB","MANITOBA"
"545","CA005021695",50.0167,-97.8,"TMAX",1969,2024,"MB","MANITOBA"
"567","CA005043158",50.7167,-99.5333,"TMAX",1971,2024,"MB","MANITOBA"
"549","CA005022791",50.1167,-97.1667,"TMAX",1972,2024,"MB","MANITOBA"
"578","CA005061648",56.8667,-101.0833,"TMAX",1977,2025,"MB","MANITOBA"
"579","CA005061649",56.85,-101.0667,"TMAX",1977,2025,"MB","MANITOBA"
"553","CA005030203",52.3667,-97.0167,"TMAX",1985,2025,"MB","MANITOBA"
"2433","USC00186620",39.4131,-79.4003,"TMAX",1893,2025,"MD","MARYLAND"
"2440","USC00188405",38.32,-76.4528,"TMAX",1893,2025,"MD","MARYLAND"
"2422","USC00181790",39.6403,-77.6978,"TMAX",1899,2025,"MD","MARYLAND"
"2439","USC00188380",38.2317,-75.3761,"TMAX",1916,2025,"MD","MARYLAND"
"6435","USW00013701",39.4717,-76.1697,"TMAX",1919,2025,"MD","MARYLAND"
"2441","USC00188557",38.9719,-76.3381,"TMAX",1926,2025,"MD","MARYLAND"
"2438","USC00188315",39.5228,-79.4131,"TMAX",1928,2025,"MD","MARYLAND"
"2423","USC00182060",39.6556,-76.175,"TMAX",1936,2025,"MD","MARYLAND"
"7202","USW00093721",39.1733,-76.6842,"TMAX",1939,2025,"MD","MARYLAND"
"2421","USC00180700",39.0303,-76.9314,"TMAX",1941,2025,"MD","MARYLAND"
"6437","USW00013721",38.3,-76.4167,"TMAX",1945,2025,"MD","MARYLAND"
"6455","USW00013752",38.9914,-76.4892,"TMAX",1945,2025,"MD","MARYLAND"
"2426","USC00182325",38.9386,-77.1133,"TMAX",1948,2025,"MD","MARYLAND"
"2432","USC00186350",38.9133,-76.97,"TMAX",1948,2025,"MD","MARYLAND"
"2435","USC00187806",38.7153,-76.1908,"TMAX",1948,2025,"MD","MARYLAND"
"2389","USC00173046",44.2203,-69.7889,"TMAX",1886,2025,"ME","MAINE"
"2387","USC00172765",44.6986,-70.1619,"TMAX",1893,2025,"ME","MAINE"
"2388","USC00172878",47.2386,-68.6119,"TMAX",1893,2025,"ME","MAINE"
"2400","USC00174927",44.7975,-69.8889,"TMAX",1894,2025,"ME","MAINE"
"2396","USC00174086",45.6261,-70.2461,"TMAX",1897,2025,"ME","MAINE"
"2420","USC00179891",45.1542,-67.3986,"TMAX",1917,2025,"ME","MAINE"
"2392","USC00173353",45.4631,-69.5553,"TMAX",1920,2025,"ME","MAINE"
"2377","USC00170814",45.6603,-69.812,"TMAX",1929,2025,"ME","MAINE"
"2403","USC00175460",45.5853,-69.7186,"TMAX",1931,2025,"ME","MAINE"
"6548","USW00014607",46.8706,-68.0172,"TMAX",1939,2025,"ME","MAINE"
"6581","USW00014764",43.6425,-70.3045,"TMAX",1940,2025,"ME","MAINE"
"6550","USW00014610",45.6478,-68.6925,"TMAX",1944,2025,"ME","MAINE"
"2380","USC00171628",44.9197,-69.2417,"TMAX",1947,2025,"ME","MAINE"
"6546","USW00014605",44.3161,-69.7969,"TMAX",1948,2025,"ME","MAINE"
"6549","USW00014609",46.1183,-67.7928,"TMAX",1948,2025,"ME","MAINE"
"986","RMW00040604",8.7333,167.7333,"TMAX",1952,2025,"MH","MARSHALL ISLANDS"
"987","RMW00040710",7.065,171.2719,"TMAX",1955,2025,"MH","MARSHALL ISLANDS"
"983","RMC00913915",7.2667,168.8333,"TMAX",2014,2025,"MH","MARSHALL ISLANDS"
"984","RMC00914487",6.0833,171.7333,"TMAX",2014,2024,"MH","MARSHALL ISLANDS"
"985","RMC00914903",9.4667,170.25,"TMAX",2014,2025,"MH","MARSHALL ISLANDS"
"6610","USW00014838",46.5458,-87.3794,"TMAX",1860,2025,"MI","MICHIGAN"
"2477","USC00200032",41.9164,-84.0164,"TMAX",1887,2025,"MI","MICHIGAN"
"2480","USC00200146",43.3869,-84.6481,"TMAX",1887,2025,"MI","MICHIGAN"
"2490","USC00200718",46.5869,-89.5475,"TMAX",1888,2025,"MI","MICHIGAN"
"2560","USC00205065",44.2114,-86.2939,"TMAX",1888,2025,"MI","MICHIGAN"
"2516","USC00202423",44.2839,-83.5036,"TMAX",1890,2025,"MI","MICHIGAN"
"2483","USC00200230",42.2981,-83.6639,"TMAX",1891,2025,"MI","MICHIGAN"
"2500","USC00201468",45.3172,-85.2672,"TMAX",1891,2025,"MI","MICHIGAN"
"2502","USC00201492",45.6522,-84.4725,"TMAX",1891,2025,"MI","MICHIGAN"
"2531","USC00203391",44.6453,-84.6992,"TMAX",1891,2025,"MI","MICHIGAN"
"2543","USC00203823",41.9353,-84.6411,"TMAX",1891,2025,"MI","MICHIGAN"
"2582","USC00206507",45.3725,-84.9767,"TMAX",1891,2025,"MI","MICHIGAN"
"6604","USW00014828",43.9758,-84.4908,"TMAX",1892,2025,"MI","MICHIGAN"
"2489","USC00200710",42.1244,-86.4267,"TMAX",1893,2025,"MI","MICHIGAN"
"2540","USC00203632",43.675,-86.4228,"TMAX",1893,2025,"MI","MICHIGAN"
"2693","USC00216565",44.0139,-96.3253,"TMAX",1877,2025,"MN","MINNESOTA"
"2683","USC00215638",45.59,-95.8744,"TMAX",1886,2025,"MN","MINNESOTA"
"2635","USC00211891",47.8186,-96.6139,"TMAX",1890,2025,"MN","MINNESOTA"
"2610","USC00210018",47.2992,-96.5161,"TMAX",1893,2025,"MN","MINNESOTA"
"2612","USC00210075",43.6064,-93.3019,"TMAX",1893,2025,"MN","MINNESOTA"
"2623","USC00211198",43.6308,-91.5028,"TMAX",1893,2025,"MN","MINNESOTA"
"2624","USC00211227",45.5564,-93.2347,"TMAX",1893,2025,"MN","MINNESOTA"
"2631","USC00211691",45.5794,-94.3919,"TMAX",1893,2025,"MN","MINNESOTA"
"2651","USC00213290",43.7047,-92.5644,"TMAX",1893,2025,"MN","MINNESOTA"
"2655","USC00213311",44.8133,-95.5517,"TMAX",1893,2025,"MN","MINNESOTA"
"2659","USC00213567",44.7597,-92.8689,"TMAX",1893,2025,"MN","MINNESOTA"
"2672","USC00214861",45.9647,-94.8892,"TMAX",1893,2025,"MN","MINNESOTA"
"2680","USC00215400",45.1219,-95.9269,"TMAX",1893,2025,"MN","MINNESOTA"
"2697","USC00216795",47.8761,-95.0167,"TMAX",1893,2025,"MN","MINNESOTA"
"2705","USC00217405",44.3222,-93.9656,"TMAX",1893,2025,"MN","MINNESOTA"
"2775","USC00230204",38.1894,-94.0244,"TMAX",1893,2025,"MO","MISSOURI"
"2778","USC00230608",40.2569,-94.0281,"TMAX",1893,2024,"MO","MISSOURI"
"2790","USC00231340",39.3594,-93.4886,"TMAX",1893,2025,"MO","MISSOURI"
"2800","USC00231822",40.2394,-94.6833,"TMAX",1893,2025,"MO","MISSOURI"
"2818","USC00234019",37.3417,-91.9178,"TMAX",1893,2025,"MO","MISSOURI"
"2820","USC00234226",37.3781,-89.6678,"TMAX",1893,2024,"MO","MISSOURI"
"2821","USC00234271",38.5847,-92.1831,"TMAX",1893,2025,"MO","MISSOURI"
"2823","USC00234544",40.2058,-92.5747,"TMAX",1893,2025,"MO","MISSOURI"
"2825","USC00234705",37.5983,-94.2842,"TMAX",1893,2025,"MO","MISSOURI"
"2826","USC00234825",37.685,-92.6939,"TMAX",1893,2025,"MO","MISSOURI"
"2839","USC00235976",36.865,-94.3603,"TMAX",1893,2025,"MO","MISSOURI"
"2848","USC00236791",36.7578,-90.4056,"TMAX",1893,2024,"MO","MISSOURI"
"2849","USC00236826",37.8956,-90.8414,"TMAX",1893,2025,"MO","MISSOURI"
"2850","USC00236866",40.3986,-93.5839,"TMAX",1893,2025,"MO","MISSOURI"
"2855","USC00237397",38.8142,-90.5139,"TMAX",1893,2025,"MO","MISSOURI"
"963","CQC00914801",14.1717,145.2428,"TMAX",1993,2025,"MP","NORTHERN MARIANA ISLANDS"
"962","CQC00914080",15.2156,145.7525,"TMAX",1995,2025,"MP","NORTHERN MARIANA ISLANDS"
"964","CQC00914855",15.1167,145.7167,"TMAX",2006,2025,"MP","NORTHERN MARIANA ISLANDS"
"2737","USC00220488",34.3161,-89.9558,"TMAX",1891,2025,"MS","MISSISSIPPI"
"2753","USC00224939",31.6756,-89.1236,"TMAX",1891,2025,"MS","MISSISSIPPI"
"2762","USC00228374",33.4692,-88.7822,"TMAX",1891,2025,"MS","MISSISSIPPI"
"2736","USC00220021",33.83,-88.5206,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2742","USC00221389",32.6714,-90.0361,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2743","USC00221707",34.1864,-90.5572,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2748","USC00222094",31.9461,-90.3775,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2755","USC00226177",31.5889,-91.3408,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2769","USC00229439",31.6772,-88.6708,"TMAX",1892,2025,"MS","MISSISSIPPI"
"2740","USC00220792",30.3931,-89.0008,"TMAX",1893,2025,"MS","MISSISSIPPI"
"2749","USC00223887",31.2547,-89.3392,"TMAX",1893,2025,"MS","MISSISSIPPI"
"2750","USC00223975",34.8042,-90.0103,"TMAX",1893,2025,"MS","MISSISSIPPI"
"2759","USC00227132",31.985,-90.9719,"TMAX",1893,2025,"MS","MISSISSIPPI"
"2765","USC00229079",34.3725,-89.5308,"TMAX",1893,2025,"MS","MISSISSIPPI"
"2747","USC00221962",34.9158,-88.6011,"TMAX",1895,2025,"MS","MISSISSIPPI"
"2894","USC00241008",46.2311,-112.1139,"TMAX",1880,2025,"MT","MONTANA"
"2895","USC00241044",45.6622,-111.0464,"TMAX",1892,2025,"MT","MONTANA"
"2945","USC00243749",47.4883,-111.2792,"TMAX",1892,2025,"MT","MONTANA"
"2911","USC00241737",47.8206,-112.1922,"TMAX",1893,2025,"MT","MONTANA"
"2941","USC00243557",48.1925,-106.6383,"TMAX",1893,2025,"MT","MONTANA"
"2942","USC00243581",47.1058,-104.7175,"TMAX",1893,2025,"MT","MONTANA"
"2985","USC00245740",46.9244,-114.0911,"TMAX",1893,2025,"MT","MONTANA"
"3032","USC00248597",45.2925,-111.9444,"TMAX",1893,2025,"MT","MONTANA"
"2891","USC00240780",45.8325,-109.9511,"TMAX",1894,2025,"MT","MONTANA"
"2893","USC00240802",45.7717,-108.4811,"TMAX",1894,2025,"MT","MONTANA"
"2935","USC00243113",47.8303,-110.6611,"TMAX",1894,2025,"MT","MONTANA"
"3001","USC00246918",45.1769,-109.2572,"TMAX",1894,2025,"MT","MONTANA"
"6815","USW00024135",45.9644,-112.5014,"TMAX",1894,2025,"MT","MONTANA"
"2908","USC00241722",48.5883,-109.2267,"TMAX",1895,2025,"MT","MONTANA"
"2923","USC00242409",45.2089,-112.6389,"TMAX",1895,2025,"MT","MONTANA"
"870","CA008100300",46.7167,-67.7167,"TMAX",1929,2024,"NB","NEW BRUNSWICK"
"880","CA008103050",48.0167,-64.5,"TMAX",1957,2024,"NB","NEW BRUNSWICK"
"878","CA008102536",45.95,-66.9,"TMAX",1973,2024,"NB","NEW BRUNSWICK"
"883","CA008104201",45.0667,-66.45,"TMAX",1992,2024,"NB","NEW BRUNSWICK"
"871","CA008100467",47.8,-64.8333,"TMAX",1993,2024,"NB","NEW BRUNSWICK"
"876","CA008101746",45.6,-64.95,"TMAX",1993,2024,"NB","NEW BRUNSWICK"
"875","CA008101605",45.9167,-66.6167,"TMAX",2000,2024,"NB","NEW BRUNSWICK"
"877","CA008101925",44.7167,-66.8,"TMAX",2000,2024,"NB","NEW BRUNSWICK"
"872","CA008100885",47.9833,-66.3333,"TMAX",2003,2025,"NB","NEW BRUNSWICK"
"874","CA008101303",47.4167,-68.3167,"TMAX",2004,2025,"NB","NEW BRUNSWICK"
"873","CA008100989",47.0167,-65.4667,"TMAX",2005,2025,"NB","NEW BRUNSWICK"
"879","CA008102848",45.7,-65.1667,"TMAX",2006,2024,"NB","NEW BRUNSWICK"
"886","CA008104935",45.2167,-67.25,"TMAX",2006,2024,"NB","NEW BRUNSWICK"
"884","CA008104295",47.4333,-65.6,"TMAX",2010,2024,"NB","NEW BRUNSWICK"
"882","CA008103780",45.5,-66.1,"TMAX",2011,2024,"NB","NEW BRUNSWICK"
"3560","USC00316001",35.0714,-83.9683,"TMAX",1873,2025,"NC","NORTH CAROLINA"
"6481","USW00013872",35.5953,-82.5567,"TMAX",1876,2025,"NC","NORTH CAROLINA"
"3515","USC00313228",35.1803,-83.3931,"TMAX",1882,2025,"NC","NORTH CAROLINA"
"3592","USC00318500",35.8842,-77.5386,"TMAX",1887,2025,"NC","NORTH CAROLINA"
"3517","USC00313356",35.2672,-81.1436,"TMAX",1890,2025,"NC","NORTH CAROLINA"
"3494","USC00311677",35.9086,-79.0797,"TMAX",1891,2025,"NC","NORTH CAROLINA"
"3500","USC00311975",35.4136,-80.5639,"TMAX",1891,2025,"NC","NORTH CAROLINA"
"3573","USC00317079",35.7908,-78.6989,"TMAX",1892,2025,"NC","NORTH CAROLINA"
"3586","USC00317994",35.5175,-78.3444,"TMAX",1892,2025,"NC","NORTH CAROLINA"
"3526","USC00313969",36.3489,-78.4119,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3529","USC00314055",35.0564,-83.1983,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3540","USC00314938",35.9147,-81.5375,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3546","USC00315123",36.1025,-78.3042,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3549","USC00315340",35.6847,-82.0083,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3551","USC00315743",35.8422,-80.4978,"TMAX",1893,2025,"NC","NORTH CAROLINA"
"3634","USC00324418",46.8844,-98.685,"TMAX",1881,2025,"ND","NORTH DAKOTA"
"6634","USW00014914",46.9242,-96.812,"TMAX",1891,2025,"ND","NORTH DAKOTA"
"3608","USC00320382",46.0406,-99.3742,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3612","USC00320941",48.8217,-100.4528,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3627","USC00323621",47.9217,-97.0975,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3644","USC00325660",47.4989,-97.3514,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3652","USC00326255",46.5111,-99.7725,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3654","USC00326365",46.8925,-101.4897,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3667","USC00329445",48.6061,-100.2911,"TMAX",1893,2025,"ND","NORTH DAKOTA"
"3653","USC00326315",46.5406,-102.8692,"TMAX",1894,2025,"ND","NORTH DAKOTA"
"3662","USC00328792",48.3706,-100.3908,"TMAX",1896,2025,"ND","NORTH DAKOTA"
"3624","USC00323217",48.4583,-101.5697,"TMAX",1897,2025,"ND","NORTH DAKOTA"
"3639","USC00324958",48.7622,-98.3447,"TMAX",1897,2025,"ND","NORTH DAKOTA"
"3625","USC00323287",46.1583,-98.3989,"TMAX",1898,2024,"ND","NORTH DAKOTA"
"6642","USW00014924",48.9711,-97.2417,"TMAX",1898,2025,"ND","NORTH DAKOTA"
"3059","USC00251560",41.1269,-98.0222,"TMAX",1878,2025,"NE","NEBRASKA"
"3067","USC00252065",40.2317,-100.8303,"TMAX",1889,2025,"NE","NEBRASKA"
"3140","USC00259200",41.845,-96.7142,"TMAX",1892,2025,"NE","NEBRASKA"
"3043","USC00250070",41.6853,-98.0083,"TMAX",1893,2025,"NE","NEBRASKA"
"3050","USC00250640",40.1306,-99.8278,"TMAX",1893,2025,"NE","NEBRASKA"
"3063","USC00251825",41.4639,-97.3278,"TMAX",1893,2025,"NE","NEBRASKA"
"3065","USC00252020",40.6092,-96.8719,"TMAX",1893,2025,"NE","NEBRASKA"
"3068","USC00252100",40.6344,-100.5219,"TMAX",1893,2025,"NE","NEBRASKA"
"3078","USC00253050",41.43,-96.4669,"TMAX",1893,2025,"NE","NEBRASKA"
"3080","USC00253185",41.4514,-97.7644,"TMAX",1893,2025,"NE","NEBRASKA"
"3090","USC00253735",40.175,-97.5903,"TMAX",1893,2025,"NE","NEBRASKA"
"3104","USC00255565",40.5156,-98.9514,"TMAX",1893,2025,"NE","NEBRASKA"
"3110","USC00256135",42.0669,-97.9653,"TMAX",1893,2025,"NE","NEBRASKA"
"3111","USC00256200",41.1275,-101.7206,"TMAX",1893,2025,"NE","NEBRASKA"
"3119","USC00257040",41.0319,-98.9214,"TMAX",1893,2025,"NE","NEBRASKA"
"3239","USC00275712",42.7914,-71.4736,"TMAX",1885,2025,"NH","NEW HAMPSHIRE"
"3208","USC00270690",44.4536,-71.1856,"TMAX",1886,2025,"NH","NEW HAMPSHIRE"
"3213","USC00272174",43.1419,-70.95,"TMAX",1893,2024,"NH","NEW HAMPSHIRE"
"3225","USC00273850",43.7053,-72.2856,"TMAX",1893,2025,"NH","NEW HAMPSHIRE"
"3232","USC00274399",42.9389,-72.3247,"TMAX",1893,2025,"NH","NEW HAMPSHIRE"
"3218","USC00272999",45.09,-71.2906,"TMAX",1918,2025,"NH","NEW HAMPSHIRE"
"3244","USC00276818",44.2581,-71.2525,"TMAX",1930,2025,"NH","NEW HAMPSHIRE"
"3233","USC00274480",43.5492,-71.4644,"TMAX",1938,2025,"NH","NEW HAMPSHIRE"
"6568","USW00014745",43.205,-71.5025,"TMAX",1939,2025,"NH","NEW HAMPSHIRE"
"3237","USC00275211",42.9892,-71.3933,"TMAX",1942,2025,"NH","NEW HAMPSHIRE"
"3219","USC00273182",43.4703,-71.6536,"TMAX",1948,2025,"NH","NEW HAMPSHIRE"
"3247","USC00278539",42.9967,-72.3128,"TMAX",1948,2025,"NH","NEW HAMPSHIRE"
"6554","USW00014710",42.9297,-71.4356,"TMAX",1948,2025,"NH","NEW HAMPSHIRE"
"6575","USW00014755",44.2703,-71.3033,"TMAX",1948,2025,"NH","NEW HAMPSHIRE"
"3211","USC00271647",44.8611,-71.5392,"TMAX",1960,2025,"NH","NEW HAMPSHIRE"
"6560","USW00014734",40.6828,-74.1692,"TMAX",1843,2025,"NJ","NEW JERSEY"
"6440","USW00013724",39.3778,-74.4236,"TMAX",1873,2025,"NJ","NEW JERSEY"
"3275","USC00287850",39.5697,-75.4617,"TMAX",1888,2025,"NJ","NEW JERSEY"
"3256","USC00280907",40.8917,-74.3964,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3259","USC00281582",41.03,-74.4247,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3262","USC00283181",40.3136,-74.2511,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3265","USC00283951",40.2664,-74.5642,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3270","USC00285728",39.9683,-74.865,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3258","USC00281351",38.9533,-74.9361,"TMAX",1894,2025,"NJ","NEW JERSEY"
"3261","USC00283029",40.5742,-74.8817,"TMAX",1898,2025,"NJ","NEW JERSEY"
"3266","USC00284229",39.7994,-74.7806,"TMAX",1901,2025,"NJ","NEW JERSEY"
"3267","USC00284987",40.2969,-74.0017,"TMAX",1907,2025,"NJ","NEW JERSEY"
"3257","USC00281335",40.7436,-74.3539,"TMAX",1931,2025,"NJ","NEW JERSEY"
"6445","USW00013735",39.3661,-75.0778,"TMAX",1943,2025,"NJ","NEW JERSEY"
"6590","USW00014792",40.2769,-74.8158,"TMAX",1945,2025,"NJ","NEW JERSEY"
"930","CA008401000",46.6667,-53.0833,"TMAX",1920,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"933","CA008401300",48.95,-57.95,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"934","CA008401500",49.1667,-57.4333,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"956","CA008501100",53.7167,-57.0333,"TMAX",1934,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"958","CA008501900",53.3167,-60.4167,"TMAX",1941,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"948","CA008403800",48.5333,-58.55,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"959","CA008502400",55.45,-60.2167,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"938","CA008401703",48.9333,-54.5667,"TMAX",1957,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"941","CA008402544",48.35,-53.9,"TMAX",1962,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"929","CA008400812",48.1667,-57.3333,"TMAX",1972,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"926","CA008400301",48.9667,-56.0667,"TMAX",1973,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"947","CA008403619",46.9167,-55.3833,"TMAX",1977,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"940","CA008402520",49.9167,-55.6667,"TMAX",1984,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"925","CA008400104",47.3,-54,"TMAX",1992,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"932","CA008401298",48.9333,-57.9167,"TMAX",1993,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"3300","USC00291664",36.9178,-106.5781,"TMAX",1893,2025,"NM","NEW MEXICO"
"3322","USC00294009",32.9203,-107.5656,"TMAX",1893,2025,"NM","NEW MEXICO"
"3362","USC00298387",34.0606,-106.8842,"TMAX",1893,2025,"NM","NEW MEXICO"
"3294","USC00291138",33.8044,-106.8908,"TMAX",1894,2025,"NM","NEW MEXICO"
"3336","USC00295960",32.9542,-105.8231,"TMAX",1894,2025,"NM","NEW MEXICO"
"3290","USC00290692",36.835,-108.0006,"TMAX",1895,2025,"NM","NEW MEXICO"
"3314","USC00292865",32.9161,-105.3381,"TMAX",1895,2025,"NM","NEW MEXICO"
"6697","USW00023051",36.4483,-103.1536,"TMAX",1896,2025,"NM","NEW MEXICO"
"3316","USC00293265",32.79,-108.2269,"TMAX",1897,2025,"NM","NEW MEXICO"
"3337","USC00295965",34.5208,-106.2606,"TMAX",1902,2025,"NM","NEW MEXICO"
"3301","USC00291813",36.4661,-104.9456,"TMAX",1904,2025,"NM","NEW MEXICO"
"3366","USC00299156",35.2006,-103.6867,"TMAX",1904,2025,"NM","NEW MEXICO"
"3288","USC00290600",32.7547,-104.3836,"TMAX",1905,2025,"NM","NEW MEXICO"
"3346","USC00297008",34.1742,-103.3519,"TMAX",1905,2025,"NM","NEW MEXICO"
"3312","USC00292837",36.5928,-106.73,"TMAX",1906,2025,"NM","NEW MEXICO"
"894","CA008202000",44.9833,-64.9167,"TMAX",1942,2024,"NS","NOVA SCOTIA"
"915","CA008206495",43.8333,-66.0833,"TMAX",1955,2025,"NS","NOVA SCOTIA"
"913","CA008206240",43.9833,-64.6667,"TMAX",1959,2024,"NS","NOVA SCOTIA"
"907","CA008204453",44.7667,-63.8333,"TMAX",1979,2024,"NS","NOVA SCOTIA"
"888","CA008200558",44.8167,-62.3333,"TMAX",1992,2024,"NS","NOVA SCOTIA"
"890","CA008200774",45.7667,-62.6833,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"896","CA008202318",45.35,-60.9833,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"898","CA008202592",44.4,-65.2,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"909","CA008204909",47.2333,-60.15,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"899","CA008202810",45.0667,-64.4833,"TMAX",1996,2024,"NS","NOVA SCOTIA"
"904","CA008204161",46.8167,-60.6667,"TMAX",1998,2024,"NS","NOVA SCOTIA"
"897","CA008202502",46.6667,-60.4,"TMAX",2000,2024,"NS","NOVA SCOTIA"
"901","CA008203405",44.9833,-62.4833,"TMAX",2000,2024,"NS","NOVA SCOTIA"
"891","CA008201390",45.4167,-63.4667,"TMAX",2003,2025,"NS","NOVA SCOTIA"
"903","CA008203702",45.7667,-64.2333,"TMAX",2003,2025,"NS","NOVA SCOTIA"
"207","CA002202200",60.0167,-111.9667,"TMAX",1943,2025,"NT","NORTHWEST TERRITORIES"
"210","CA002202400",60.8333,-115.7833,"TMAX",1943,2025,"NT","NORTHWEST TERRITORIES"
"206","CA002202115",61.7667,-121.2333,"TMAX",1957,2025,"NT","NORTHWEST TERRITORIES"
"215","CA002202801",65.2833,-126.8,"TMAX",1957,2025,"NT","NORTHWEST TERRITORIES"
"224","CA002204300",61.25,-123.75,"TMAX",1957,2024,"NT","NORTHWEST TERRITORIES"
"214","CA002202678",63.1333,-117.25,"TMAX",1974,2024,"NT","NORTHWEST TERRITORIES"
"218","CA002203095",69.6333,-135.45,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"225","CA00220B6Q3",67.1833,-130.2333,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"227","CA00220LQJJ",68.9167,-133.95,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"203","CA002201799",61.3167,-117.6,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"204","CA002201903",62.7167,-109.1667,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"212","CA002202560",61.9167,-113.7333,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"217","CA002203058",69.35,-124.0833,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"226","CA00220CQHR",60.4333,-121.2333,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"274","CA002503648",72,-125.25,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"248","CA002400600",69.1,-105.1333,"TMAX",1929,2025,"NU","NUNAVUT"
"236","CA002301000",64.2,-83.3667,"TMAX",1933,2025,"NU","NUNAVUT"
